sentence	mood	prob
Alice laughed so much at this, that she had to run back into the wood for fear of their hearing her; and when she next peeped out the Fish-Footman was gone, and the other was sitting on the ground near the door, staring stupidly up into the sky.	neutral	[0.65379804 0.01370625 0.09876952 0.02004264 0.15816712 0.05551647]
Alice went timidly up to the door, and knocked.	neutral	[0.8439498  0.01492106 0.07481304 0.0046232  0.04931514 0.01237772]
'There's no sort of use in knocking,' said the Footman, 'and that for two reasons.	neutral	"[9.0869355e-01 5.2847724e-02 5.2881637e-03 1.2335286e-03 5.0067488e-04
 3.1436354e-02]"
First, because I'm on the same side of the door as you are; secondly, because they're making such a noise inside, no one could possibly hear you.'	neutral	[0.85507715 0.08486294 0.02640994 0.00524513 0.01051649 0.0178884 ]
And certainly there was a most extraordinary noise going on within--a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.	neutral	[0.27535155 0.07059681 0.2538864  0.05314573 0.21873467 0.12828486]
'Please, then,' said Alice, 'how am I to get in?'	neutral	[0.941031   0.01278923 0.0108291  0.02316006 0.00692744 0.00526312]
'There might be some sense in your knocking,' the Footman went on without attending to her, 'if we had the door between us.	neutral	[0.8911306  0.06144549 0.01052593 0.01624976 0.00532481 0.01532345]
For instance, if you were INSIDE, you might knock, and I could let you out, you know.'	neutral	"[8.8861930e-01 1.0654516e-01 3.0259592e-03 7.6551945e-04 8.2368148e-05
 9.6167537e-04]"
He was looking up into the sky all the time he was speaking, and this Alice thought decidedly uncivil.	neutral	[0.7881634  0.04602849 0.03429551 0.04544603 0.01740546 0.06866106]
'But perhaps he can't help it,' she said to herself; 'his eyes are so VERY nearly at the top of his head.	neutral	"[6.5684992e-01 3.0706456e-01 4.9448134e-03 3.0048691e-02 4.0452933e-04
 6.8747957e-04]"
But at any rate he might answer questions.--How am I to get in?'	neutral	[0.7529334  0.16387907 0.01738673 0.05768929 0.00524326 0.00286823]
she repeated, aloud.	neutral	[0.8408721  0.01964529 0.03956519 0.03596279 0.04052835 0.02342629]
'I shall sit here,' the Footman remarked, 'till tomorrow--'  At this moment the door of the house opened, and a large plate came skimming out, straight at the Footman's head: it just grazed his nose, and broke to pieces against one of the trees behind him.  '	neutral	[0.51750135 0.15501243 0.11890592 0.06633885 0.07768425 0.06455722]
--or next day, maybe,' the Footman continued in the same tone, exactly as if nothing had happened.	neutral	[0.87549156 0.06080027 0.01430581 0.01063035 0.00471923 0.03405272]
'How am I to get in?'	neutral	[0.8927325  0.0069394  0.03107741 0.0026628  0.0344703  0.03211758]
asked Alice again, in a louder tone.	neutral	"[9.1136432e-01 4.3707505e-02 3.5141953e-03 2.1428932e-03 7.7724218e-04
 3.8493898e-02]"
'ARE you to get in at all?'	neutral	[0.8840977  0.03043294 0.02393862 0.01074554 0.02955293 0.02123235]
said the Footman.	neutral	[0.84309685 0.03572762 0.04695703 0.01888115 0.04355504 0.01178232]
'That's the first question, you know.'	neutral	"[8.6099660e-01 1.1408185e-01 6.3760336e-03 1.6294845e-03 4.2391373e-04
 1.6492141e-02]"
It was, no doubt: only Alice did not like to be told so.	neutral	[0.9017028  0.03745184 0.01190221 0.01265883 0.00837477 0.02790959]
'It's really dreadful,' she muttered to herself, 'the way all the creatures argue.	neutral	[0.77194434 0.05392327 0.02086129 0.00687183 0.0028054  0.14359385]
It's enough to drive one crazy!'	neutral	[0.5505377  0.21574128 0.14093322 0.00733243 0.03734529 0.04811003]
The Footman seemed to think this a good opportunity for repeating his remark, with variations.	neutral	[0.8006913  0.04170896 0.02680888 0.04364248 0.01909447 0.06805395]
'I shall sit here,' he said, 'on and off, for days and days.'	neutral	[0.82850534 0.05778752 0.01707774 0.06998026 0.01249584 0.01415337]
'But what am I to do?'	neutral	[0.9340338  0.02494429 0.01585901 0.01136036 0.00837744 0.0054251 ]
said Alice.	neutral	[0.803302   0.03901331 0.06125746 0.02212256 0.03295731 0.0413473 ]
'Anything you like,' said the Footman, and began whistling.	neutral	[0.884252   0.06793784 0.01563478 0.01068757 0.00519686 0.01629088]
'Oh, there's no use in talking to him,' said Alice desperately: 'he's perfectly idiotic!'	neutral	[0.46451265 0.05795763 0.22369541 0.01453857 0.12030941 0.11898629]
And she opened the door and went in.	neutral	[0.8858178  0.06232158 0.02594812 0.00443478 0.00498591 0.01649176]
The door led right into a large kitchen, which was full of smoke from one end to the other: the Duchess was sitting on a three-legged stool in the middle, nursing a baby; the cook was leaning over the fire, stirring a large cauldron which seemed to be full of soup.	neutral	[0.85330015 0.00918681 0.07554166 0.00153886 0.04903029 0.01140213]
'There's certainly too much pepper in that soup!'	neutral	[0.6379105  0.08819172 0.17910938 0.00624555 0.03065317 0.05788976]
Alice said to herself, as well as she could for sneezing.	neutral	[0.7509224  0.03533097 0.0675903  0.021153   0.03032826 0.0946751 ]
There was certainly too much of it in the air.	neutral	[0.74807    0.01086104 0.06495491 0.01204544 0.0996269  0.06444167]
Even the Duchess sneezed occasionally; and as for the baby, it was sneezing and howling alternately without a moment's pause.	neutral	[0.63350546 0.01102069 0.19934718 0.00523905 0.1198827  0.03100499]
The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the hearth and grinning from ear to ear.	neutral	[0.64147186 0.01211754 0.14299427 0.0085822  0.16821437 0.02661976]
'Please would you tell me,' said Alice, a little timidly, for she was not quite sure whether it was good manners for her to speak first, 'why your cat grins like that?'	neutral	[0.7440554  0.13236198 0.0363804  0.0247657  0.01972183 0.04271468]
'It's a Cheshire cat,' said the Duchess, 'and that's why.	neutral	"[5.7287157e-01 4.2560592e-01 1.4657325e-03 5.1567808e-05 7.5156538e-07
 4.4348335e-06]"
Pig!'	neutral	[0.7711723  0.16883945 0.04018097 0.00606581 0.00503656 0.00870489]
She said the last word with such sudden violence that Alice quite jumped; but she saw in another moment that it was addressed to the baby, and not to her, so she took courage, and went on again:--  'I didn't know that Cheshire cats always grinned; in fact, I didn't know that cats COULD grin.'	neutral	[0.61658573 0.29641736 0.01886775 0.05585374 0.00357433 0.00870115]
'They all can,' said the Duchess; 'and most of 'em do.'	neutral	"[8.7106240e-01 1.2613618e-01 1.7113724e-03 1.7362737e-04 1.5080053e-05
 9.0132345e-04]"
'I don't know of any that do,' Alice said very politely, feeling quite pleased to have got into a conversation.	neutral	[0.77991575 0.1690469  0.00927455 0.01467657 0.00153682 0.02554935]
'You don't know much,' said the Duchess; 'and that's a fact.'	neutral	[0.7759964  0.18709496 0.00619827 0.01901323 0.00098738 0.01070975]
Alice did not at all like the tone of this remark, and thought it would be as well to introduce some other subject of conversation.	neutral	[0.69820875 0.01925038 0.00787473 0.00661607 0.00331504 0.264735  ]
While she was trying to fix on one, the cook took the cauldron of soup off the fire, and at once set to work throwing everything within her reach at the Duchess and the baby--the fire-irons came first; then followed a shower of saucepans, plates, and dishes.	neutral	[0.37788087 0.0113169  0.18807681 0.01104762 0.0547656  0.35691217]
The Duchess took no notice of them even when they hit her; and the baby was howling so much already, that it was quite impossible to say whether the blows hurt it or not.	neutral	[0.37334168 0.01759361 0.2631739  0.00619812 0.05165559 0.2880371 ]
'Oh, PLEASE mind what you're doing!'	neutral	[0.5166472  0.06846818 0.09038164 0.00378827 0.01214117 0.30857354]
cried Alice, jumping up and down in an agony of terror.	scary	[0.16384807 0.053433   0.14592732 0.2234471  0.26776212 0.14558241]
'Oh, there goes his PRECIOUS nose'; as an unusually large saucepan flew close by it, and very nearly carried it off.	neutral	[0.40432018 0.06341272 0.38603464 0.00955244 0.07299812 0.06368191]
'If everybody minded their own business,' the Duchess said in a hoarse growl, 'the world would go round a deal faster than it does.'	neutral	[0.75521123 0.13285606 0.04311831 0.01758178 0.00992686 0.04130575]
'Which would NOT be an advantage,' said Alice, who felt very glad to get an opportunity of showing off a little of her knowledge.	neutral	"[9.4265145e-01 4.8461013e-02 5.6341966e-03 8.3790619e-05 1.8189012e-04
 2.9877238e-03]"
'Just think of what work it would make with the day and night!	neutral	[0.729085   0.20804901 0.04013108 0.00811405 0.00794967 0.00667119]
You see the earth takes twenty-four hours to turn round on its axis--'  'Talking of axes,' said the Duchess, 'chop off her head!'	neutral	[0.42415628 0.31095532 0.1288707  0.02329735 0.05083566 0.06188471]
Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: 'Twenty-four hours, I THINK; or is it twelve?	neutral	[0.8555145  0.02052303 0.05045759 0.00760304 0.05726645 0.00863529]
I--'  'Oh, don't bother ME,' said the Duchess; 'I never could abide figures!'	surprised	[0.1751885  0.13189171 0.2068271  0.1428443  0.19784056 0.14540781]
And with that she began nursing her child again, singing a sort of lullaby to it as she did so, and giving it a violent shake at the end of every line:  'Speak roughly to your little boy, And beat him when he sneezes: He only does it to annoy, Because he knows it teases.'	neutral	[0.55705345 0.10217842 0.0283528  0.17486392 0.02378203 0.1137694 ]
CHORUS.	neutral	[0.8161067  0.01730666 0.04486756 0.00608446 0.01198537 0.10364929]
(In which the cook and the baby joined):--  'Wow!	happy	"[6.5323956e-02 9.3212253e-01 1.9204835e-03 5.7833019e-04 1.9728355e-05
 3.4897435e-05]"
wow!	neutral	[0.707667   0.02433697 0.11505331 0.02607955 0.09129402 0.03556911]
wow!'	neutral	[0.70826936 0.18991762 0.046343   0.02013002 0.00665146 0.02868848]
While the Duchess sang the second verse of the song, she kept tossing the baby violently up and down, and the poor little thing howled so, that Alice could hardly hear the words:--  'I speak severely to my boy, I beat him when he sneezes; For he can thoroughly enjoy The pepper when he pleases!'	sad	[0.14659418 0.3056804  0.0142995  0.48286185 0.02840525 0.02215882]
CHORUS.	neutral	[0.8283306  0.01910346 0.04620716 0.00592413 0.03364054 0.06679408]
'Wow!	neutral	"[8.4135050e-01 1.4703220e-01 2.9894661e-03 4.9072728e-03 2.6819910e-04
 3.4523162e-03]"
wow!	neutral	[0.7521303  0.03499838 0.13689558 0.01082947 0.04694149 0.01820473]
wow!'	neutral	[0.67772824 0.13817659 0.12455547 0.01265098 0.02109981 0.02578897]
'Here!	neutral	[0.7603269  0.19224147 0.02531355 0.01378588 0.00270953 0.00562255]
you may nurse it a bit, if you like!'	neutral	[0.62667483 0.27006868 0.04252179 0.00942876 0.00544989 0.04585592]
the Duchess said to Alice, flinging the baby at her as she spoke.	neutral	[0.57803893 0.01893804 0.18317719 0.01959699 0.12209186 0.07815699]
'I must go and get ready to play croquet with the Queen,' and she hurried out of the room.	neutral	[0.7740573  0.06982095 0.07766894 0.01417066 0.02440283 0.03987927]
The cook threw a frying-pan after her as she went out, but it just missed her.	neutral	[0.50780565 0.03110617 0.19403476 0.02452614 0.20785455 0.03467267]
Alice caught the baby with some difficulty, as it was a queer-shaped little creature, and held out its arms and legs in all directions, 'just like a star-fish,' thought Alice.	neutral	[0.68156403 0.1120752  0.04976175 0.04510504 0.0306422  0.08085184]
The poor little thing was snorting like a steam-engine when she caught it, and kept doubling itself up and straightening itself out again, so that altogether, for the first minute or two, it was as much as she could do to hold it.	neutral	[0.4914387  0.02361728 0.25202006 0.01025204 0.14001971 0.08265224]
As soon as she had made out the proper way of nursing it, (which was to twist it up into a sort of knot, and then keep tight hold of its right ear and left foot, so as to prevent its undoing itself,) she carried it out into the open air.	neutral	[0.7807475  0.04387765 0.0938148  0.00710689 0.03836743 0.03608579]
'IF I don't take this child away with me,' thought Alice, 'they're sure to kill it in a day or two: wouldn't it be murder to leave it behind?'	neutral	[0.7234733  0.02988924 0.05842701 0.03966059 0.12542427 0.02312553]
She said the last words out loud, and the little thing grunted in reply (it had left off sneezing by this time).	neutral	[0.7292129  0.04857561 0.06170865 0.03522468 0.04407096 0.08120722]
'Don't grunt,' said Alice; 'that's not at all a proper way of expressing yourself.'	neutral	[0.6926397  0.05862485 0.03279794 0.00751244 0.00377107 0.204654  ]
The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.	neutral	[0.60180414 0.02260938 0.05966671 0.10815334 0.17612597 0.03164048]
There could be no doubt that it had a VERY turn-up nose, much more like a snout than a real nose; also its eyes were getting extremely small for a baby: altogether Alice did not like the look of the thing at all.	neutral	[0.6962094  0.03969767 0.06232669 0.04830692 0.08276928 0.07069   ]
'But perhaps it was only sobbing,' she thought, and looked into its eyes again, to see if there were any tears.	sad	"[4.0469357e-01 1.8266529e-01 1.7425052e-03 4.0933806e-01 1.1779338e-03
 3.8267573e-04]"
